130,443
130,327
130,89
130,539
130,378
130,370
195,169
91,278
91,47
91,241
91,314
91,596
91,9
91,599
91,307
91,248
91,573
91,265
91,13
379,268
379,320
379,248
379,231
347,419
347,212
347,271
347,264
347,248
347,201
347,200
383,361
128,333
128,295
128,340
128,432
128,117
128,362
128,371
610,408
53,46
53,563
53,238
53,341
53,254
53,11
53,303
53,202
53,248
53,599
53,150
53,13
53,244
53,185
53,270
53,346
364,384
191,252
191,537
191,497
600,598
600,237
600,599
600,150
600,151
600,370
600,158
539,8
539,69
539,459
539,289
539,199
539,44
539,176
539,378
445,307
445,456
160,566
89,584
89,341
89,177
89,404
89,419
89,443
89,289
89,254
89,202
89,255
89,199
89,44
89,455
89,265
89,572
89,370
374,373
374,391
374,221
374,289
374,151
230,237
230,210
230,149
230,179
230,370
199,148
199,254
199,608
199,370
126,201
126,280
126,433
126,204
126,434
126,345
126,439
126,347
126,232
126,14
126,599
126,248
126,120
126,150
126,375
126,288
126,370
126,305
126,105
4,391
4,212
4,601
4,237
4,248
4,189
4,149
4,200
4,61
51,46
51,419
51,441
51,256
51,199
51,370
51,543
51,43
211,177
211,176
18,424
18,169
18,543
18,195
238,304
280,387
87,451
87,237
87,166
87,523
87,581
87,426
87,365
87,530
87,257
87,69
87,68
87,592
87,597
516,524
493,242
312,384
312,609
522,237
522,599
140,112
140,426
140,586
140,4
140,108
140,359
140,69
140,237
140,599
140,109
140,26
140,248
140,50
140,531
140,231
140,240
140,150
140,151
140,110
140,390
140,86
140,107
140,70
140,538
271,149
271,370
271,212
16,599
16,535
346,11
346,240
346,202
346,185
85,157
85,355
372,212
372,281
372,320
372,203
372,247
372,150
372,543
529,386
198,148
198,254
198,608
198,370
232,256
138,391
138,151
138,483
138,118
210,150
14,163
14,217
14,237
14,149
14,479
14,202
14,344
14,179
14,175
14,200
467,150
467,483
467,53
214,566
28,557
28,209
28,13
61,237
61,202
61,189
61,240
83,57
83,241
83,193
83,504
83,191
83,292
83,321
83,276
83,271
83,365
83,13
607,332
607,62
607,464
607,495
100,554
100,245
100,276
100,323
100,604
281,157
281,611
281,149
281,150
410,409
410,237
410,406
177,176
473,385
473,549
322,316
26,201
26,237
26,150
26,573
26,574
37,170
37,230
37,237
37,246
37,524
37,210
37,189
37,573
37,179
37,302
37,507
59,475
59,180
59,156
59,474
59,149
59,164
59,548
59,253
59,261
59,150
59,44
59,577
98,290
98,312
98,609
98,150
175,497
108,343
108,379
108,193
108,451
108,599
108,186
108,467
108,231
108,50
108,150
108,416
235,165
235,201
235,205
235,217
235,158
57,31
57,598
57,494
57,281
57,264
57,348
57,286
57,161
57,596
57,307
57,213
57,543
57,606
57,13
35,212
35,230
35,237
35,246
35,248
35,189
35,231
35,184
35,344
35,573
35,179
559,254
559,22
464,50
464,403
464,231
464,461
135,391
135,49
135,320
135,203
135,372
135,202
135,44
135,318
135,265
135,89
220,245
220,248
220,149
220,216
220,169
220,150
397,171
289,259
106,88
106,542
106,512
106,357
269,268
269,247
269,244
269,270
269,169
33,343
25,439
25,611
25,149
25,169
25,370
179,237
179,149
96,56
96,8
96,317
96,359
96,504
96,596
96,331
96,13
96,76
104,515
104,576
104,426
104,510
104,516
104,532
104,512
104,530
104,514
104,377
104,517
104,527
104,351
104,511
104,499
104,518
31,13
31,596
319,148
319,219
319,370
319,543
23,239
23,439
23,158
23,304
292,150
234,566
64,438
64,385
64,212
64,268
64,178
64,301
64,267
64,327
64,227
64,150
64,416
64,349
94,53
94,345
94,49
94,1
94,563
102,553
102,370
335,212
335,246
335,237
335,176
335,271
335,150
335,310
285,439
285,370
412,368
412,320
412,244
29,595
29,598
598,391
598,439
598,237
598,609
598,612
45,26
45,599
45,272
45,150
45,199
45,573
45,370
236,212
236,237
236,246
236,176
236,179
101,196
101,380
101,268
101,149
118,598
118,404
118,414
118,83
118,14
118,459
118,216
118,370
145,404
145,394
145,306
145,69
145,370
145,339
43,172
43,148
43,430
43,254
43,608
43,593
283,391
283,419
283,587
368,320
368,269
590,180
590,169
590,450
536,497
143,345
143,433
143,581
143,150
143,248
143,278
143,327
143,184
143,478
143,382
143,545
143,334
241,193
241,154
241,185
187,157
117,236
117,230
117,237
117,246
117,599
117,334
117,503
117,35
117,62
117,248
117,50
117,200
117,58
117,600
315,407
460,235
460,199
460,196
460,268
460,354
460,227
460,342
460,201
460,612
166,237
166,410
343,150
343,149
343,169
343,210
343,486
343,602
42,448
42,231
75,295
75,52
75,224
75,275
75,442
148,404
148,254
148,543
148,370
256,232
256,543
249,197
541,307
541,478
141,112
141,404
141,468
141,599
141,110
141,70
302,237
302,149
252,386
296,268
296,157
296,245
296,193
296,161
296,154
296,209
296,169
296,257
296,187
321,271
40,424
40,25
40,16
40,13
2,405
2,279
2,150
2,42
2,47
2,18
2,318
2,10
262,406
556,201
556,235
556,10
556,165
556,594
556,587
556,419
556,217
556,596
556,459
556,595
556,151
556,370
556,543
73,582
73,470
73,435
73,583
73,428
73,294
73,563
73,472
113,10
113,381
113,202
113,265
113,390
113,567
382,301
382,237
382,176
382,375
382,200
313,430
555,391
555,439
555,596
555,606
203,166
203,409
203,237
344,611
344,237
344,609
344,169
389,268
389,336
389,150
71,437
71,430
71,370
71,482
111,500
111,389
111,296
111,336
111,150
207,165
207,383
207,158
544,201
544,197
544,478
544,304
544,158
265,201
265,235
265,250
265,197
265,202
443,260
202,237
202,149
202,169
202,179
70,586
70,566
70,237
70,599
70,150
70,151
376,229
376,237
376,246
376,248
376,189
376,149
376,202
376,150
376,179
376,257
376,302
376,300
540,262
540,426
540,451
540,254
540,370
394,306
68,26
68,217
68,9
68,599
68,248
68,210
68,464
68,150
68,169
68,416
68,563
200,177
200,237
200,176
49,201
49,554
49,282
49,439
49,237
49,401
49,192
49,189
49,206
49,329
49,202
49,344
49,150
49,179
49,279
49,316
49,265
49,370
49,456
331,317
331,268
331,245
331,296
331,307
331,149
331,150
331,283
268,244
268,185
268,169
593,254
593,608
569,10
569,212
569,228
569,250
569,237
569,459
569,209
569,169
123,165
123,594
123,448
123,598
123,342
123,77
123,596
123,459
123,556
123,248
123,150
123,573
123,151
575,237
575,149
575,150
12,181
12,182
270,244
47,449
47,26
47,13
47,440
47,281
47,233
47,152
47,31
47,318
47,384
47,190
239,304
330,201
330,165
330,243
330,248
330,150
330,151
308,165
308,391
308,258
308,273
121,177
121,551
121,237
121,395
121,91
121,248
121,189
121,571
121,249
121,531
121,550
121,573
121,179
121,200
121,610
279,316
242,421
609,528
10,165
10,201
10,205
10,235
10,402
10,404
10,419
10,217
10,193
10,599
10,149
10,528
10,150
10,169
10,478
10,187
10,370
10,158
245,163
245,161
245,154
245,169
245,187
245,370
273,235
273,611
273,202
273,304
273,158
567,343
567,268
567,264
567,611
567,231
567,563
46,11
46,566
46,197
46,588
46,325
46,189
46,202
46,199
46,44
189,237
189,588
189,149
189,202
189,150
189,179
189,151
537,225
537,252
537,386
537,497
55,201
55,10
55,544
55,217
55,250
55,197
55,287
55,207
55,478
55,288
55,158
149,237
149,609
149,528
149,150
80,308
80,165
80,55
80,361
80,207
80,496
80,287
80,415
80,544
80,260
119,352
119,13
119,147
119,360
119,262
278,237
278,248
278,149
278,150
278,200
7,590
7,174
7,529
7,407
7,562
7,225
7,446
7,252
7,489
7,447
7,386
7,537
7,536
7,315
7,497
7,577
7,175
7,450
133,426
133,423
133,377
133,533
133,451
133,159
133,519
133,547
133,520
557,597
355,296
355,248
355,276
355,209
355,277
359,439
359,611
359,189
359,240
359,151
359,283
359,259
78,6
78,504
78,39
78,534
78,543
78,370
158,165
158,154
131,10
131,584
131,373
131,391
131,54
131,401
131,221
131,254
131,289
131,445
131,456
597,592
565,177
565,250
565,289
565,326
565,176
565,370
565,591
76,56
76,8
76,504
76,331
76,568
76,13
76,506
21,350
21,431
21,589
250,165
250,201
250,204
250,177
250,197
250,169
250,200
250,370
92,318
92,53
92,345
92,54
92,313
92,237
92,393
92,570
92,430
92,150
92,458
92,416
92,593
606,594
606,596
571,177
571,237
571,211
571,176
5,282
5,285
222,410
129,297
129,311
129,414
129,430
129,219
129,353
129,254
129,275
129,198
129,43
129,319
213,165
213,304
217,205
217,201
217,566
217,370
381,201
381,237
381,265
