27,Research report: DataSpace: 3-D visualizations of large databases,1995,3d graph layout graphic operations dataspace computer displays continuous navigation facilities data analysis visualisation display space image comparison merging information panels interactive visualization large database databases step performance issues query processing rendering selective rearrangements transparency research report dataspace 3-d visualizations large databases,english
28,Minimally-immersive interactive volumetric information visualization,1996,2d information visualization sfa data visualisation document similarity glyph-based volume rendering human visual system hypertext attributes minimally immersive volumetric interactive multivariate time-varying navigation stereoscopic viewing surface-based textual documents three-dimensional perception two-handed interaction user learning minimally-immersive interactive volumetric information visualization,english
29,Interactive visualization of multiway tables,1996,business data visualization applications database summarizing interactive systems large databases multiway tables telephone call billing tool interactive visualization multiway tables,english
30,FINESSE: a financial information spreadsheet,1996,finesse arithmetic data visualization financial processing information spreadsheet functions graphics images presentation market trends numbers real-time cells text dimensions user interface finesse financial information spreadsheet,english
31,Animating multidimensional scaling to visualize N-dimensional data sets,1996,n-dimensional data set visualization computer animation flow high-dimensional sets iterative nonlinear technique multidimensional scaling multivariate stochastic perturbation animating multidimensional scaling visualize n-dimensional data sets,english
32,Dual multiresolution HyperSlice for multivariate data visualization,1996,hyperslice representation data resolution visualisation logical display multiresolution visualization design multivariate space projection system prototype large wavelets dual multiresolution hyperslice multivariate data visualization,english
33,Towards rich information landscapes for visualising structured Web spaces,1996,3d icons harmony information landscape browser hyper-g web server internet data model document representation hierarchical structure hierarchy map hyperlink link navigational facilities search queries dimensional three-dimensional visualisation rich information landscapes visualising structured web spaces,english
34,Visualizing the results of multimedia Web search engines,1996,internet world wide web data visualization document retrieval image search multimedia engines online front-ends query processing text user friendly visualizing results multimedia web search engines,english
35,Techniques for non-linear magnification transformations,1996,data visualisation domain constraint efficiency expressiveness magnifications combination multiple transformations nonlinear magnification normal views piecewise linear methods smooth interpolation techniques non-linear magnification transformations,english
36,Selection: 524 288 ways to say "this is interesting",1996,complex data-rich systems data displays manipulation subset selection visualisation visualization desktop gui drill-down analysis icon interesting results linked-views operation pattern highlighting recognizable features mechanism taxonomy selection ways "this interesting",english
37,Distortion viewing techniques for 3-dimensional data,1996,3d information presentation interaction context views detail distortion viewing techniques focus visualization internal access data regions line sight screen layout smooth integration symmetric function three-dimensional displays user interface design metaphors distortion viewing techniques 3-dimensional data,english
38,Visualizing a tennis match,1996,athletic events competition property iconic representations tennis match top-nesting layered maps tree data structures visualizing visualizing tennis match,english
39,DEPICT: Documents Evaluated as Pictures. Visualizing information using context vectors and self-organizing maps,1996,depict context vectors data visualisation documents evaluated pictures information representations organizing maps textual corpora entities visualization visualizing depict documents evaluated pictures visualizing information context vectors self-organizing maps,english
40,Geospatial metadata querying and visualization on the WWW using Java/sup TM/ applets,1996,federal geographic data committee hypertext markup language java applets master environmental library system world wide web content standards datasets distributed access geospatial metadata querying visualization interactive visual databases geospatial metadata querying visualization java/sup tm/ applets,english
41,Visualizing usability log data,1996,charts custom visualizations data analysis logging visualisation geometry graphical user interface testing key mouse click organizing structure usability log visualizing usability log data,english
42,Visualizing the global topology of the MBone,1996,ip addresses internet mbone routers topology visualisation nasa shuttle launches vrml world-wide web case study conferences congressional sessions data visualization geographic representation hostnames interactive 3d maps meetings minimal packet duplication multicast backbone multiple receivers real-time audio video suboptimal tunnel structure visualizing global topology mbone,english
43,Data characterization for automatically visualizing heterogeneous information,1996,application domains automated graphical generation systems automatic visualization automatically-generated examples data analysis taxonomy characterization visualisation domain-specific information technique selection heterogeneous interactive environments presentation-related characteristics presentations design qualitative quantitative static user information-seeking goals visual interpretation preferences data characterization automatically visualizing heterogeneous information,english
44,Visage: a user interface environment for exploring information,1996,sage visage briefing tool data manipulation operations data-intensive domains direct user access information analysis exploration information-centric approach intelligent system interaction styles interactive presentation slides multiple visualizations tools interface design environment management systems visual display conversion visage user interface environment exploring information,english
45,Rapid prototyping of information visualizations using VANISH,1996,c++ class browser vanish vapl application domains hierarchically structured information navigation interactive visualization presentation toolkit rapid prototyping software architecture tool visual language techniques reuse visualization-specific code rapid prototyping information visualizations vanish,english
46,On the semantics of interactive visualizations,1996,automatic presentation systems complex 3d visualizations graphics information acquisition analysis communication interactive visualization large data sets semantics interface construction toolkits semantics interactive visualizations,english
47,Visualizing Information on a Sphere,1997,information visualization physically-based systems multidimensional space hierarchies blobby clustering visualizing information sphere,english
48,Adaptive information visualization based on the user's multiple viewpoints-interactive 3D visualization of the WWW,1997,cvi internet rf-cone world wide web adaptive information visualization method data visualisation graphical user interfaces hypermedia retrieval interactive 3d viewpoint selection multiple viewpoints semantic relationship structural adaptive information visualization based user's multiple viewpoints-interactive 3d,english
49,A spreadsheet approach to information visualization,1997,complex data set complexity operations types domain-specific operators information visualization inter-cell multidimensional datasets prototype systems selection criteria spreadsheet approach programs view viewing parameters specifications spreadsheet approach information visualization,english
50,H3: laying out large directed graphs in 3D hyperbolic space,1997,3d hyperbolic space h3 layout technique cone tree algorithm data visualization directed graphs domain-specific knowledge euclidean 3-space graph drawing hierarchical navigation large node-link diagrams optimization spanning subtree pruning visual clutter h3 laying large directed graphs 3d hyperbolic space,english
51,Metrics for effective information visualization,1997,3d information visualization cognitive overhead data density points visualisation design dimensions identifiable metrics occlusion reference context metrics effective information visualization,english
52,Multidimensional detective,1997,2d pattern recognition problem vlsi chip approximate optimization competition data visualisation decision support economic model policies sectors knowledge discovery modeling relations monitoring multidimensional detective multivariate dataset display parallel coordinates trade-off analyses visual mining multidimensional detective,english
53,The structure of the information visualization design space,1997,data visualisation information visualization design space literature morphological analysis point designs research taxonomy user interfaces structure information visualization design space,english
54,Coordinating declarative queries with a direct manipulation data exploration environment,1997,vqe visage consistency data analysis exploration environment database systems dataset declarative queries direct manipulation graphical user interfaces information centric paradigm interactive visualization multiple objects query processing visual language coordinating declarative queries direct manipulation data exploration environment,english
55,Design and Evaluation of Incremental Data Structures and Algorithms for Dynamic Query Interfaces,1997,data structure algorithm database user interface information visualization direct manipulation dynamic query design evaluation incremental data structures algorithms dynamic query interfaces,english
56,Research Report: Volume Rendering for Relational Data,1997,information visualization multivariate data relational scatterplot volume rendering research report volume rendering relational data,english
57,Domesticating Bead: adapting an information visualization system to a financial institution,1997,2d visualization tool 3d visualizations web browsers bead system ubs data analysis types visualisation financial institution high-dimensional layout information low-dimensional space similarity metrics spreadsheets domesticating bead adapting information visualization system financial institution,english
58,On Integrating Visualization Techniques for Effective Software Exploration,1997,nested graphs pan zoom fisheye views hypertext mental map software visualization program understanding integrating visualization techniques effective software exploration,english
59,Cacti: a front end for program visualization,1997,cacti data model sources visualisation dynamic analysis high-quality multiple program visualization front end queries resource files software understanding static visual universal-relation cacti front end program visualization,english
60,Managing Software with New Visual Representations,1997, managing software visual representations,english
61,Managing multiple focal levels in Table Lens,1997,table lens context visualization data values visualisation design enhancements exploratory analysis focus graphical representations large tables multiple focal level management screen space single pixel row spreadsheet user interface managing multiple focal levels table lens,english
62,Nonlinear Magnification Fields,1997, nonlinear magnification fields,english
63,Evaluating a Visualization of Image Similarity as a Tool for Image Browsing,1999, evaluating visualization image similarity tool browsing,english
64,Does Animation Help Users Build Mental Maps of Spatial Information?,1999,evaluation animation real-time computer graphics zoomable user interfaces zuis multiscale pad++ animation users build mental maps spatial information,english
65,Domain Analysis: A Technique to Design a User-Centered Visualization Framework,1999, domain analysis technique design user-centered visualization framework,english
66,A Framework for Focus+Context Visualization,1999,focus+context visualization information fisheye views formal methods theory framework focus+context visualization,english
67,3D Interactive Visualization for Inter-Cell Dependencies of Spreadsheets,1999,3-d user interfaces natto view information visualization inter-cell dependencies lifting-up operation spreadsheets 3d interactive visualization inter-cell dependencies spreadsheets,english
68,Dynamic Hierarchy Specification and Visualization,1999, dynamic hierarchy specification visualization,english
69,Navigating Hierarchies with Structure-Based Brushes,1999,brushing hierarchical representation interactive selection exploratory data analysis navigating hierarchies structure-based brushes,english
70,Cushion Treemaps: Visualization of Hierarchical Information,1999,information visualization tree treemaps cushion treemaps visualization hierarchical information,english
71,Cluster and Calendar Based Visualization of Time Series Data,1999,cluster analysis information visualization time series data cluster calendar based visualization time series data,english
72,Sensemaking of Evolving Web Sites Using Visualization Spreadsheets,1999,information visualization spreadsheet sensemaking world wide web ecologies log file analysis sensemaking evolving web sites visualization spreadsheets,english
73,Visualizing Application Behavior on Superscalar Processors,1999,computer systems visualization superscalar processors visualizing application behavior superscalar processors,english
74,Constellation: A Visualization Tool for Linguistic Queries from MindNet,1999, constellation visualization tool linguistic queries mindnet,english
75,The Automated Multidimensional Detective,1999, automated multidimensional detective,english
76,Visualizing Association Rules for Text Mining,1999,text visualization information mining data association rule visualizing association rules text mining,english
77,A Java-Based Visual Mining Infrastructure and Applications,1999,hidden structure relationship java-based knowledge discovery visual mining java-based visual mining infrastructure applications,english
78,The Sunflower Visual Metaphor  a New Paradigm for Dimensional Compression,1999,information retrieval visualization knowledge management text sunflower visual metaphor paradigm dimensional compression,english
79,Aggregate Towers: Scale Sensitive Visualization and Decluttering of Geospatial Data,1999,data visualization information aggregation zoom cartography aggregate towers scale sensitive visualization decluttering geospatial data,english
80,Efficient Multi-Object Dynamic Query Histograms,1999,database dynamic query probabilistic algorithms efficient multi-object dynamic query histograms,english
81,VisageWeb: Visualizing WWW Data in Visage,1999,information visualization user interface world wide web visageweb visualizing data visage,english
82,Collaborative Geographic Visualization: Enabling Shared Understanding of Environmental Processes,2000,collaboration geographic visualization spatio-temporal user task analysis collaborative geographic visualization enabling shared understanding environmental processes,english
83,ThemeRiver: Visualizing Theme Changes over Time,2000,timeline trend analysis visualization metaphors themeriver visualizing theme time,english
84,New Methods for the Visualization of Electric Power System Information,2000,electric power system visualization utility restructuring interactive 3d methods visualization electric power system information,english
85,Lighthouse: Showing the Way to Relevant Information,2000, lighthouse showing relevant information,english
86,Focus+Context Display and Navigation Techniques for Enhancing Radial  Space-Filling Hierarchy Visualizations,2000,animation circular/radial displays focus+context hierarchy visualizations information visualization overview detail focus+context display navigation techniques enhancing radial space-filling hierarchy visualizations,english
87,Density Functions for Visual Attributes and Effective Partitioning in Graph Visualization,2000,clustering graph navigation visualization metrics density functions visual attributes effective partitioning graph visualization,english
88,Visualizing Massive Multi-Digraphs,2000,graphs hierarchies massive data sets out-of-core algorithms visualization visualizing massive multi-digraphs,english
89,Polaris: A System for Query  Analysis and Visualization of Multi-Dimensional Relational Databases,2000,database visualization analysis formalism multidimensional databases polaris system query analysis visualization multi-dimensional relational databases,english
90,Getting Portals to Behave,2000,data visualization multiple views portals portals behave,english
91,A Scalable Framework for Information Visualization,2000,focus+context clustering hierarchy information visualization multi-dimensional space scalable framework information visualization,english
92,GADGET/IV: A Taxonomic Approach to Semi-Automatic Design of Information Visualization Applications Using Modular Visualization Environment,2000,information visualization modular environment mve world wide web knowledge base taxonomy systems gadget/iv taxonomic approach semi-automatic design information visualization applications modular environment,english
93,Information Content Measures of Visual Displays,2000,information content theory visualization metrics information content measures visual displays,english
94,A Taxonomy of Visualization Techniques Using the Data State Reference Model,2000,data state model information visualization operators reference taxonomy techniques taxonomy visualization techniques data state reference model,english
95,From Metaphor to Method: Cartographic Perspectives on Information Visualization,2000,cartographic generalization cartography feature labeling information visualization maps metaphor method cartographic perspectives information visualization,english
96,Visualizing Sequential Patterns for Text Mining,2000, visualizing sequential patterns text mining,english
97,Redefining the Focus and Context of Focus+Context Visualizations,2000,focus+context techniques information visualization personal digital assistants redefining focus context focus+context visualizations,english
98,Metaphor-Aware 3D Navigation,2000,3d information visualization navigation visual metaphors metaphor-aware virtual worlds metaphor-aware 3d navigation,english
99,Interactive Problem Solving via Algorithm Visualization,2000,interactive information visualization combinatorial search configuration design human-computer collaboration interactive problem solving algorithm visualization,english
100,Using Visualization to Detect Plagiarism in Computer Science Classes,2000,n-gram analysis pattern matching plagiarism visualization visualization detect plagiarism computer science classes,english
101,Creativity  Complexity  and Precision: Information Visualization for (Landscape) Architecture,2000,information visualization architecture work materials context spatio-temporal order electronic workspace creativity complexity precision information visualization landscape architecture,english
102,Graphic Data Display for Cardiovascular System Case Study,2001,anesthesiology display design graphic displays medicine metaphor visualization graphic data display cardiovascular system case study,english
103,Case Study: Design and Assessment of an Enhanced Geographic Information System for Exploration of Multivariate Health Statistics,2001,geographic visualization health statistics multivariate statistical case study design assessment enhanced geographic information system exploration multivariate health statistics,english
104,Effective Graph Visualization Via Node Grouping,2001,experimental studies force-directed drawing graph visualization node grouping orthogonal effective graph visualization node grouping,english
105,Animated Exploration of Dynamic Graphs with Radial Layout,2001,graph drawing animation interaction animated exploration dynamic graphs radial layout,english
106,Graph Sketches,2001,graphs hierarchies massive data sets visualization graph sketches,english
107,Visualization of State Transition Graphs,2001,clustering cone trees finite automaton state machines graph visualization transition diagrams symmetry visualization state transition graphs,english
108,Collapsible Cylindrical Trees: A Fast Hierarchical Navigation Technique,2001,3d graphics vrml xml hierarchy interactive tree sitemap visualization web navigation collapsible cylindrical trees fast hierarchical navigation technique,english
109,Botanical Visualization of Huge Hierarchies,2001,botanical tree directory huge hierarchy logical phyllotaxis strands visualization botanical visualization huge hierarchies,english
110,Ordered Treemap Layouts,2001,hierarchies information visualization ordered treemaps trees ordered treemap layouts,english
111,2D vs 3D  Implications on Spatial Memory,2001,2d 3d spatial memory hierarchical representations 2d 3d implications spatial memory,english
112,A Comparison of 2-D Visualizations of Hierarchies,2001,decision tree icicle plot ring treemap comparison 2-d visualizations hierarchies,english
113,An Empirical Comparison of Three Commercial Information Visualization Systems,2001, empirical comparison commercial information visualization systems,english
114,Case Study: E-Commerce Clickstream Visualization,2001,e-commerce clickstream visualization graph web site case study e-commerce clickstream visualization,english
115,Case Study: Visualization for Decision Tree Analysis in Data Mining,2001,decision tree linked views case study visualization decision tree analysis data mining,english
116,Technical Note: Visually Encoding Program Test Information to Find Faults in Software,2001,animation circular/radial displays debugging fault localization focus+context hierarchy visualizations overview detail technical note visually encoding program test information find faults software,english
117,Getting Along: Composition of Visualization Paradigms,2001,composition fisheye information visualization nonlinear magnification pan zoom treemaps composition visualization paradigms,english
118,Visualizing Time-Series on Spirals,2001,data mining graph drawing information visualization time-series visualizing time-series spirals,english
119,Cluster Stability and the Use of Noise in Interpretation of Clustering,2001, cluster stability noise interpretation clustering,english
120,Change Blindness in Information Visualization: A Case Study,2001, change blindness information visualization case study,english
121,Semantic Depth of Field,2001,depth field focus context information visualization semantic depth field,english
122,Interactive Visualization of Multiple Query Results,2001,query results search visualization interactive visualization multiple query results,english
123,Pixel Bar Charts: A New Technique for Visualizing Large Multi-Attribute Data Sets without Aggregation,2001,multi-attributes visualization no-aggregation no-overlapping pixel bar charts pixel bar charts technique visualizing large multi-attribute data sets aggregation,english
124,Process Visualization with Levels of Detail,2002,focus+context visualization information levels detail process process visualization levels detail,english
125,Case Study: Visualizing Sets of Evolutionary Trees,2002, case study visualizing sets evolutionary trees,english
126,Interactive Information Visualization of a Million Items,2002,methodology techniques user interfaces picture/image generation interactive information visualization million items,english
127,Arc Diagrams: Visualizing Structure in Strings,2002,arc diagram code music sequence string text visualization arc diagrams visualizing structure strings,english
128,Visualizing Biosequence Data Using Texture Mapping,2002, visualizing biosequence data texture mapping,english
129,Building a Visual Database for Example-based Graphics Generation,2002, building visual database example-based graphics generation,english
130,Multiscale Visualization Using Data Cubes "InfoVis 2002 Best Paper",2002,multiscale visualization database graphic formalism multiscale visualization data cubes "infovis paper",english
131,Visualization Schemas for Flexible Information Visualization,2002, visualization schemas flexible information,english
132,A Hybrid Layout Algorithm for Sub-Quadratic Multidimensional Scaling,2002, hybrid layout algorithm sub-quadratic multidimensional scaling,english
133,ACE: A Fast Multiscale Eigenvectors Computation for Drawing Huge Graphs,2002,fiedler vector algebraic multigrid force directed layout generalized eigenvalue problem graph drawing multiscale/multilevel optimization hall energy ace fast multiscale eigenvectors computation drawing huge graphs,english
134,Visual Unrolling of Network Evolution and the Analysis of Dynamic Discourse,2002, visual unrolling network evolution analysis dynamic discourse,english
135,Multiple Foci Drill-Down through Tuple and Attribute Aggregation Polyarchies in Tabular Data,2002, multiple foci drill-down tuple attribute aggregation polyarchies tabular data,english
136,Angular Brushing of Extended Parallel Coordinates,2002,brushing focus+context visualization information linear correlations parallel coordinates angular brushing extended parallel coordinates,english
137,Visual Path Analysis,2002, visual path analysis,english
138,Demystifying Venture Capital Investing,2002, demystifying venture capital investing,english
139,A Space-Optimized Tree Visualization,2002, space-optimized tree visualization,english
140,InterRing: An Interactive Tool for Visually Navigating and Manipulating Hierarchical Structures,2002,radial space-filling hierarchy visualization multi-focus distortion structure-based brushing interring interactive tool visually navigating manipulating hierarchical structures,english
141,Beamtrees: Compact Visualization of Large Hierarchies,2002, beamtrees compact visualization large hierarchies,english
142,Graphical Encoding for Information Visualization: An Empirical Study,2002,information visualization iconic display user interface design graphical encoding graphical encoding information visualization empirical study,english
143,SpaceTree: Supporting Exploration in Large Node Link Tree  Design Evolution and Empirical Evaluation,2002, spacetree supporting exploration large node link tree design evolution empirical evaluation,english
144,The Illusion of Perceived Metric 3D Structure,2002,visualization affine structure metric 3d virtual reality illusion perceived metric 3d structure,english
145,Visualizing Data with Bounded Uncertainty,2002,bounded uncertainty visualization visualizing data bounded uncertainty,english
146,Efficient Cartogram Generation: A Comparison,2002, efficient cartogram generation comparison,english
147,Self-organized formation of topologically correct feature maps,1988, self-organized formation topologically correct feature maps,english
148,Task-analytic approach to the automated design of graphic presentations,1991,automated design graphic user interface task analysis visual languages task-analytic approach automated design graphic presentations,english
149,The perspective wall: detail and context smoothly integrated,1991, perspective wall detail context smoothly integrated,english
150,Cone Trees: animated 3D visualizations of hierarchical information,1991, cone trees animated 3d visualizations hierarchical information,english
151,Tree visualization with tree-maps: 2-d space-filling approach,1992, tree visualization tree-maps 2-d space-filling approach,english
152,Interactive graph layout,1991,information systems mathematics computing discrete design human factors user interface interactive graph layout,english
153,A coherent projection approach for direct volume rendering,1991, coherent projection approach direct volume rendering,english
154,To see  or not to see- is That the query?,1991, see- query,english
155,Screen management in hypertext systems with rubber sheet layouts,1991, screen management hypertext systems rubber sheet layouts,english
156,DOODLE: a visual language for object-oriented databases,1992, doodle visual language object-oriented databases,english
157,Bead: explorations in information visualization,1992,visualization information retrieval particle systems n-body problem bead explorations information visualization,english
158,The dynamic HomeFinder: evaluating dynamic queries in a real-estate information exploration system,1992,task-centered walkthrough dynamic queries case study dynamic homefinder evaluating queries real-estate information exploration system,english
159,Optimal linear labelings and eigenvalues of graphs,1992, optimal linear labelings eigenvalues graphs,english
160,A collision-based model of spiral phyllotaxis,1992,cactus flower head modeling plants realistic image synthesis spiral phyllotaxis collision-based model spiral phyllotaxis,english
161,Edit wear and read wear,1992,graphical user interfaces informational physics interface mechanisms professional work reflective practitioner edit wear read,english
162,The art of search: a study of art directors,1992,cognitive models navigation searching task analysis user interface visual problem solving search study directors,english
163,Value bars: an information visualization and navigation tool for multi-attribute listings,1992, bars information visualization navigation tool multi-attribute listings,english
164,An empirical study of multiple-view software development,1992, empirical study multiple-view software development,english
165,Dynamic queries for information exploration: an implementation and evaluation,1992, dynamic queries information exploration implementation evaluation,english
166,Structural analysis of hypertexts: identifying hierarchies and useful metrics,1992,graph theory hierarchies hypertext metrics structural analysis structural analysis hypertexts identifying hierarchies metrics,english
167,Visualizing hyperbolic space: unusual uses of 4x4 matrices,1992, visualizing hyperbolic space unusual 4x4 matrices,english
168,Numerical recipes in C (2nd ed.): the art of scientific computing,1992, numerical recipes 2nd scientific computing,english
169,Information visualization using 3D interactive animation,1993, information visualization 3d interactive animation,english
170,Evaluating 3D task performance for fish tank virtual worlds,1993,head-coupled display stereopsis virtual reality worlds evaluating 3d task performance fish tank virtual worlds,english
171,Development of a modern OPAC: from REVTOLC to MARIAN,1993, development modern opac revtolc marian,english
172,On the knowledge underlying multimedia presentations,1993, knowledge underlying multimedia presentations,english
173,Discovering shared interests using graph analysis,1993,collaboration directory service dynamic organization graph theory interpersonal communications resource traffic analysis discovering shared interests graph analysis,english
174,Visualization of message passing parallel programs with the TOPSYS parallel programming environment,1993,visualization parallel programs monitoring distributed memory computers communication sychronization debugging integrated programming environment visualization message passing parallel programs topsys programming environment,english
175,A methodology for building application-specific visualizations of parallel programs,1993, methodology building application-specific visualizations parallel programs,english
176,Pad: an alternative approach to the computer interface,1993, pad alternative approach computer interface,english
177,Toolglass and magic lenses: the see-through interface,1993,button control panel lens macro menu multi-hand transparent viewing filter toolglass magic lenses see-through interface,english
178,Animation: from cartoons to the user interface,1993,animation cartoons motion blur user interfaces animation cartoons user interface,english
179,Stretching the rubber sheet: a metaphor for viewing large layouts on small screens,1993,graphical visualization information interactive systems interface metaphors stretching rubber sheet metaphor viewing large layouts small screens,english
180,Algorithm animation using 3D interactive graphics,1993,3d graphics algorithm animation information visualization program algorithm animation 3d interactive graphics,english
181,Windows on the world: 2D windows for 3D augmented reality,1993,x11 augmented reality head-mounted displays hypertext/hypermedia mobile computing portable computers virtual worlds window systems windows world 2d 3d augmented reality,english
182,A toolset for navigation in virtual environments,1993,cognitive maps navigation orientation virtual worlds toolset navigation virtual environments,english
183,Media-based navigation for hypermedia systems,1993,hypermedia database indexing information retrieval media-based navigation pattern matching media-based navigation hypermedia systems,english
184,Exploring large hyperdocuments: fisheye views of nested networks,1993,fisheye views graphs navigation nested hypertext networks overviews exploring large hyperdocuments fisheye views nested networks,english
185,The cost structure of sensemaking,1993,cost structure information access learning loop representation search shift sensemaking cost structure sensemaking,english
186,The limits of expert performance using hierarchic marking menus,1993,accelerators gestures input devices marking menus pen based pie limits expert performance hierarchic marking menus,english
187,InfoCrystal: a visual tool for information retrieval & management,1993,graphical user interface human factors information retrieval visualization visual query language infocrystal visual tool information retrieval management,english
188,A graphical query interface based on aggregation/generalization hierarchies,1993, graphical query interface based aggregation/generalization hierarchies,english
189,A review and taxonomy of distortion-oriented presentation techniques,1994,perspective wall bifocal displays distortion-oriented presentation fisheye views focus context techniques graphical interfaces information visualization review taxonomy distortion-oriented presentation techniques,english
190,An implicit surface polygonizer,1994, implicit surface polygonizer,english
191,Visualization using timelines,1994, visualization timelines,english
192,A high performance Interactive Image Spreadsheet (IISS),1994, high performance interactive image spreadsheet iiss,english
193,LyberWorld-a visualization user interface supporting fulltext retrieval,1994, lyberworld-a visualization user interface supporting fulltext retrieval,english
194,Hypothesis-Driven Constructive Induction in AQ17-HCI: A Method and Experiments,1994,concept learning constructive induction decision lists rules trees diagrammatic visualization hypothesis-driven constructive induction aq17-hci method experiments,english
195,Virtual images: interactive visualization of distributed object-oriented systems,1994, virtual images interactive visualization distributed object-oriented systems,english
196,Designing Workscape: an interdisciplinary experience,1994,documents interdisciplinary adobe acrobat quicktime windows media player real designing workscape interdisciplinary experience,english
